Timestamp (ms),Date,Hour (h),Minute (min),Second (s),Analog 1 (V),Analog 2 (V),Analog 3 (V),Analog 4 (V),Accel X (g),Accel Y (g),Accel Z (g),Intake Air Temp (°F),Coolant Temp (°F),Economy (l/100km),Econ avg 1 (l/100km),Econ avg 2 (l/100km),Trip 1 (km),Trip 2 (km),Fuel usage (l/h),Engine Speed (RPM),Engine Load (mg/str),Mass Airflow (kg/h),MAF Voltage (V),Knock Current (°CRK),Vanos (°CRK),TPS (%),Ignition Angle (°CRK),Fuel Inj (ms),Speed (mph),IACV (%),Lambda Int 1 (%),Lambda Int 2 (%),Lambda 1 (V),Lambda 2 (V),Battery Voltage (V),WBO (AFR),Oil Temp (°F),Oil Pressure (PSI),Brake Pressure (%),GPS Speed (km/h),GPS North (Angle),GPS Altitude (m),GPS Latitude (°),GPS Longitude (°),
513359,250209,19,44,50,2.614,1.917,0.396,3.155,-0.044,-0.076,-0.700,91,197,99.00,98.25,98.25,521.95,521.99,5.54,5001,51.56,46.50,1.64,0.00,38.95,0,37.20,1.44,80,0,-0.00,-0.00,4.72,4.68,13.74,14.85,236,78,25,118.60,247.43,150.600006,30.134813,-97.642899,
513430,250209,19,44,51,2.532,1.996,0.401,3.155,-0.088,-0.184,-0.752,91,197,99.00,98.25,98.25,521.96,521.99,5.39,4929,50.90,45.50,1.62,0.00,38.95,0,36.08,1.42,80,0,-0.00,-0.00,4.72,4.70,13.84,14.87,236,76,35,115.95,247.69,150.600006,30.134802,-97.642929,
513499,250209,19,44,51,2.518,1.959,0.391,3.155,-0.044,-0.136,-0.832,91,197,99.00,98.25,98.25,521.96,521.99,5.25,4929,50.90,45.50,1.62,0.00,38.95,0,36.08,1.42,80,0,-0.00,-0.00,4.72,4.70,13.84,14.74,236,74,38,115.95,247.69,150.600006,30.134802,-97.642929,
513569,250209,19,44,51,2.521,1.689,0.404,3.155,0.012,-0.164,-0.912,91,197,99.00,98.25,98.25,521.96,521.99,5.02,4642,52.63,44.50,1.60,0.00,38.95,0,34.96,1.44,80,0,-0.00,-0.00,4.72,4.70,13.74,14.68,236,73,37,113.32,247.46,150.699997,30.134790,-97.642960,
513639,250209,19,44,51,2.532,1.420,0.398,3.155,0.104,-0.192,-0.840,92,197,99.00,98.25,98.25,521.96,521.99,4.89,4504,53.05,43.75,1.58,0.00,38.57,0,34.21,1.45,80,0,-0.00,-0.00,4.72,4.70,13.64,14.69,236,74,27,110.36,247.73,150.800003,30.134781,-97.642990,
513713,250209,19,44,51,2.465,1.495,0.382,3.155,0.040,-0.092,-0.744,92,197,99.00,98.25,98.25,521.96,521.99,4.66,4544,48.93,40.00,1.50,0.00,38.95,0,33.10,1.37,80,0,-0.00,-0.00,4.72,4.70,13.74,14.76,236,75,24,107.14,247.52,150.899994,30.134769,-97.643021,
513789,250209,19,44,51,2.492,2.086,0.389,3.155,0.152,-0.164,-0.692,92,197,99.00,98.25,98.25,521.96,521.99,4.66,4512,49.04,40.00,1.50,0.00,38.57,0,32.72,1.37,80,0,-0.00,-0.00,4.72,4.70,13.84,14.67,236,74,25,107.14,247.52,150.899994,30.134769,-97.643021,
513889,250209,19,44,51,2.383,2.415,0.401,3.155,0.212,-0.316,-0.900,92,197,99.00,98.25,98.25,521.97,522.00,4.65,4378,51.28,41.00,1.52,0.00,38.95,0,32.72,1.42,80,0,-0.00,-0.00,4.72,4.70,13.74,14.55,236,71,41,103.99,247.46,151.100006,30.134760,-97.643044,
513929,250209,19,44,51,2.439,2.676,0.399,3.155,0.448,-0.144,-0.848,92,197,99.00,98.25,98.25,521.97,522.00,4.43,4069,53.03,39.00,1.48,0.00,38.95,0,31.60,1.45,80,0,-0.00,-0.00,4.72,4.70,13.64,14.54,236,69,48,101.64,247.28,151.199997,30.134750,-97.643074,
513999,250209,19,44,51,2.426,2.705,0.395,3.155,0.604,-0.244,-1.076,92,197,99.00,98.25,98.25,521.97,522.00,4.43,3896,53.49,37.50,1.42,0.00,38.95,0,31.98,1.48,80,0,-0.00,-0.00,4.72,4.70,13.74,14.55,236,69,53,101.64,247.28,151.199997,30.134750,-97.643074,
514070,250209,19,44,51,2.575,2.545,0.393,3.155,0.632,-0.232,-0.988,92,197,99.00,98.25,98.25,521.97,522.00,4.34,3853,51.26,35.75,1.41,0.00,38.95,0,31.23,1.44,80,0,-0.00,-0.00,4.72,4.70,13.74,14.55,235,70,54,98.08,246.90,151.199997,30.134741,-97.643097,
514139,250209,19,44,51,2.385,2.193,0.406,3.155,0.720,-0.344,-0.836,92,197,99.00,98.25,98.25,521.97,522.00,4.17,3853,51.26,35.75,1.41,0.00,38.95,0,31.23,1.44,80,0,-0.00,-0.00,4.72,4.70,13.74,14.54,235,74,48,94.43,245.92,151.300003,30.134729,-97.643120,
514213,250209,19,44,51,1.956,1.974,0.418,3.155,0.884,-0.328,-0.652,94,197,99.00,98.25,98.25,521.97,522.00,4.03,3963,46.83,33.50,1.35,0.00,39.32,0,29.37,1.36,63,0,-0.00,-0.00,4.72,4.70,13.64,14.43,235,71,43,91.08,244.61,151.399994,30.134720,-97.643143,
514289,250209,19,44,51,1.914,1.793,0.388,3.155,1.096,-0.192,-0.596,94,197,99.00,98.25,98.25,521.97,522.01,4.01,3726,51.03,34.75,1.39,0.00,37.08,0,30.86,1.44,63,0,-0.00,-0.00,4.74,4.72,13.64,13.67,235,61,39,91.08,244.61,151.399994,30.134720,-97.643143,
514359,250209,19,44,51,2.180,1.805,0.410,3.155,1.068,-0.204,-0.460,94,197,99.00,98.25,98.25,521.98,522.01,4.05,3792,50.44,34.00,1.37,0.00,35.20,0,30.48,1.43,63,0,-0.00,-0.00,4.74,4.72,13.64,14.00,235,54,33,88.06,242.92,151.500000,30.134710,-97.643166,
514429,250209,19,44,51,1.718,1.744,0.389,3.155,1.076,-0.236,-0.440,94,197,99.00,98.25,98.25,521.98,522.01,3.86,3717,47.94,32.50,1.33,0.00,32.58,0,29.74,1.38,63,0,-0.00,-0.00,4.72,4.72,13.74,13.80,235,56,32,85.88,240.72,151.600006,30.134699,-97.643188,
514499,250209,19,44,52,1.302,1.619,0.393,3.155,1.068,-0.180,-0.488,94,197,99.00,98.25,98.25,521.98,522.01,3.86,3666,50.19,33.25,1.33,0.00,30.71,0,30.11,1.42,63,0,-0.00,-0.00,4.72,4.72,13.53,12.93,235,51,31,85.88,240.72,151.600006,30.134699,-97.643188,
514569,250209,19,44,52,1.297,1.324,0.399,3.155,1.128,-0.176,-0.472,94,197,99.00,98.25,98.25,521.98,522.01,3.86,3595,50.53,33.25,1.35,0.00,28.46,0,29.74,1.43,63,0,-0.00,-0.00,4.74,4.72,13.74,12.73,235,32,25,83.67,238.13,151.699997,30.134687,-97.643211,
514639,250209,19,44,52,1.164,0.851,0.406,3.155,1.128,-0.212,-0.424,95,197,99.00,98.25,98.25,521.98,522.01,3.86,3516,50.13,31.75,1.31,0.00,27.34,0,29.74,1.43,63,0,-0.00,-0.00,4.74,4.72,13.64,12.43,235,30,20,81.45,235.61,151.800003,30.134676,-97.643227,
514713,250209,19,44,52,1.110,0.474,0.401,3.155,1.152,-0.096,-0.320,95,197,99.00,98.25,98.25,521.98,522.01,3.76,3473,49.98,31.75,1.29,0.00,26.21,0,29.37,1.42,63,0,-0.00,-0.00,4.74,4.72,13.64,12.28,234,25,11,79.60,233.03,151.899994,30.134663,-97.643242,
514790,250209,19,44,52,1.110,0.464,0.391,3.155,1.196,-0.144,-0.192,95,197,99.00,98.25,98.25,521.98,522.01,3.70,3504,48.62,30.75,1.31,0.00,24.72,0,28.62,1.40,63,0,-0.00,-0.00,4.74,4.72,13.64,12.21,234,22,-0,79.60,233.03,151.899994,30.134663,-97.643242,
514859,250209,19,44,52,1.100,0.508,0.389,3.155,1.180,-0.160,-0.112,95,197,99.00,98.25,98.25,521.98,522.02,3.68,3504,48.62,30.75,1.31,0.00,24.72,0,28.62,1.40,63,0,-0.00,-0.00,4.74,4.72,13.64,12.23,234,22,-0,78.14,230.08,152.000000,30.134649,-97.643265,
514929,250209,19,44,52,1.060,0.497,0.393,3.155,1.184,-0.172,-0.112,95,197,99.00,98.25,98.25,521.98,522.02,3.60,3475,47.71,30.25,1.29,0.00,23.22,0,28.99,1.38,63,0,-0.00,-0.00,4.74,4.72,13.84,12.21,234,22,0,77.17,227.31,152.000000,30.134636,-97.643280,
514999,250209,19,44,52,1.073,0.513,0.393,3.155,1.276,-0.052,-0.224,95,197,99.00,98.25,98.25,521.99,522.02,3.61,3436,48.72,30.50,1.29,0.00,21.72,0,28.62,1.40,63,0,-0.00,-0.00,4.74,4.72,13.74,12.11,234,20,0,77.17,227.31,152.000000,30.134636,-97.643280,
515069,250209,19,44,52,1.060,0.522,0.401,3.155,1.316,-0.088,-0.252,95,197,99.00,98.25,98.25,521.99,522.02,3.62,3409,49.67,31.00,1.31,0.00,19.47,0,28.62,1.42,63,0,-0.00,-0.00,4.74,4.72,13.84,12.15,234,20,0,76.32,224.18,152.100006,30.134623,-97.643295,
515139,250209,19,44,52,1.052,0.521,0.399,3.155,1.316,-0.088,-0.236,95,197,99.00,98.25,98.25,521.99,522.02,3.62,3383,48.87,30.50,1.27,0.00,18.35,0,27.87,1.40,50,0,-0.00,-0.00,4.74,4.72,13.84,12.11,234,20,0,75.25,221.01,152.199997,30.134607,-97.643303,
515213,250209,19,44,52,1.046,0.550,0.414,3.155,1.352,-0.068,-0.224,95,197,99.00,98.25,98.25,521.99,522.02,3.54,3348,49.25,30.00,1.29,0.00,17.23,0,26.75,1.41,50,0,-0.00,-0.00,4.74,4.72,13.84,12.09,234,20,0,74.15,217.90,152.199997,30.134592,-97.643318,
515289,250209,19,44,52,1.044,0.495,0.422,3.155,1.348,0.000,-0.288,95,197,99.00,98.25,98.25,521.99,522.02,3.54,3300,48.89,29.25,1.25,0.00,16.10,0,26.01,1.40,50,0,-0.00,-0.00,4.74,4.72,13.84,12.14,234,20,0,74.15,217.90,152.199997,30.134592,-97.643318,
515359,250209,19,44,52,1.033,0.484,0.408,3.155,1.400,-0.024,-0.152,95,197,99.00,98.25,98.25,521.99,522.02,6.47,3326,79.13,50.50,1.82,0.00,14.23,15,21.16,2.60,50,0,-0.00,-0.00,4.74,4.72,13.84,12.10,233,19,0,73.39,214.37,152.300003,30.134577,-97.643326,
515430,250209,19,44,52,1.018,0.492,0.398,3.155,1.316,0.008,-0.116,95,197,99.00,98.25,98.25,521.99,522.02,6.47,3444,415.38,291.25,3.61,-1.12,14.98,32,18.55,12.82,50,0,0.66,0.56,4.74,4.74,13.84,12.08,233,19,0,72.27,210.95,152.399994,30.134562,-97.643341,
515499,250209,19,44,52,1.012,0.490,0.415,3.155,1.256,0.004,0.216,95,197,99.00,98.25,98.25,521.99,522.03,33.12,3444,415.38,291.25,3.61,-1.12,14.98,32,18.55,12.82,50,0,0.66,0.56,4.74,4.74,13.84,12.15,233,19,1,72.27,210.95,152.399994,30.134562,-97.643341,
515569,250209,19,44,53,1.011,0.515,0.388,3.155,1.196,-0.088,0.216,95,197,99.00,98.25,98.25,521.99,522.03,42.14,3498,543.25,334.50,3.69,0.00,15.35,48,17.43,16.06,50,0,2.15,2.04,4.74,4.70,13.74,12.06,233,19,1,71.67,207.68,152.399994,30.134546,-97.643349,
515639,250209,19,44,53,1.001,0.486,0.415,3.155,1.228,-0.104,0.132,98,197,99.00,98.25,98.25,522.00,522.03,40.04,3529,497.64,322.25,3.61,0.00,15.73,67,17.80,15.13,50,0,2.16,2.05,1.76,2.15,13.84,12.08,233,19,-0,71.60,204.11,152.500000,30.134529,-97.643356,
515713,250209,19,44,53,0.995,0.535,0.403,3.155,1.240,0.104,0.184,98,197,99.00,98.25,98.25,522.00,522.03,39.33,3690,509.23,346.75,3.69,0.00,15.73,75,17.80,14.21,50,0,0.70,0.59,0.72,0.68,13.84,12.05,233,18,0,72.08,200.99,152.500000,30.134512,-97.643364,
515789,250209,19,44,53,0.986,0.527,0.400,3.155,1.372,0.260,0.060,98,197,99.00,98.25,98.25,522.00,522.03,39.33,3595,518.18,335.50,3.73,0.00,16.48,75,18.92,14.27,50,0,-0.00,-0.00,0.64,0.62,13.74,12.08,233,18,-0,72.08,200.99,152.500000,30.134512,-97.643364,
515859,250209,19,44,53,0.972,0.495,0.402,3.155,1.424,0.128,0.072,98,197,99.00,98.25,98.25,522.00,522.03,35.19,3467,494.13,305.00,3.59,0.00,17.60,75,18.92,13.53,50,0,-0.00,-0.00,0.55,0.59,13.84,12.04,233,18,0,72.41,197.33,152.600006,30.134493,-97.643372,
515929,250209,19,44,53,0.995,0.521,0.408,3.155,1.236,-0.012,0.216,98,197,99.00,98.25,98.25,522.00,522.03,35.19,3546,495.92,324.25,3.63,0.00,18.35,75,19.30,13.65,50,0,-0.00,-0.00,0.51,0.53,13.74,12.02,232,17,-0,72.69,193.73,152.699997,30.134476,-97.643372,
515999,250209,19,44,53,0.982,0.480,0.397,3.155,1.124,-0.080,0.052,98,197,99.00,98.25,98.25,522.00,522.03,36.31,3508,503.79,318.25,3.65,-0.75,18.72,75,18.92,13.85,50,0,-0.00,-0.00,0.55,0.55,13.74,11.98,232,17,-0,72.69,193.73,152.699997,30.134476,-97.643372,
516070,250209,19,44,54,0.969,0.516,0.410,3.155,1.196,0.140,0.192,98,197,99.00,98.25,98.25,522.00,522.03,36.44,3556,502.95,322.25,3.67,-0.75,19.85,75,18.92,13.84,50,0,-0.00,-0.00,0.57,0.55,13.64,12.01,232,17,0,73.12,190.41,152.800003,30.134457,-97.643379,
516139,250209,19,44,54,0.993,0.532,0.406,3.155,1.200,0.064,0.176,98,197,99.00,98.25,98.25,522.00,522.03,36.91,3556,502.95,322.25,3.67,-0.75,19.85,75,18.92,13.84,50,0,-0.00,-0.00,0.57,0.55,13.64,12.03,232,17,0,73.51,187.15,152.800003,30.134439,-97.643379,
516213,250209,19,44,54,1.002,0.525,0.396,3.155,1.152,0.044,0.132,96,197,99.00,98.25,98.25,522.00,522.04,37.18,3553,506.77,323.50,3.65,-0.75,19.85,75,18.92,13.95,47,0,-0.00,-0.00,0.55,0.53,13.64,12.02,232,17,0,73.89,183.91,152.899994,30.134420,-97.643379,
516289,250209,19,44,54,1.011,0.495,0.406,3.155,1.212,0.108,0.176,96,197,99.00,98.25,98.25,522.00,522.04,38.50,3582,520.65,344.00,3.69,-0.75,20.60,75,18.92,14.33,47,0,-0.00,-0.00,0.55,0.53,13.84,12.06,232,18,0,73.89,183.91,152.899994,30.134420,-97.643379,
516359,250209,19,44,54,1.036,0.493,0.409,3.155,1.212,0.104,0.216,96,197,99.00,98.25,98.25,522.01,522.04,38.74,3603,518.81,336.75,3.73,-0.75,21.35,75,18.92,14.34,47,0,-0.00,-0.00,0.55,0.53,13.84,12.05,232,18,0,74.06,180.94,153.100006,30.134401,-97.643379,
516429,250209,19,44,54,1.069,0.481,0.410,3.155,1.084,-0.080,0.216,96,197,99.00,98.25,98.25,522.01,522.04,38.74,3628,524.03,345.75,3.75,-0.75,21.72,75,18.92,14.48,47,0,-0.00,-0.00,0.55,0.53,13.84,12.12,232,19,0,74.10,177.97,153.100006,30.134382,-97.643379,
516499,250209,19,44,54,1.114,0.476,0.408,3.155,1.140,-0.076,0.148,96,197,99.00,98.25,98.25,522.01,522.04,40.25,3640,533.53,353.50,3.79,-0.75,22.84,75,18.92,14.74,47,0,-0.00,-0.00,0.59,0.53,13.94,12.23,232,21,0,74.10,177.97,153.100006,30.134382,-97.643379,
516569,250209,19,44,54,1.126,0.493,0.407,3.155,1.128,-0.020,0.136,96,197,99.00,98.25,98.25,522.01,522.04,40.25,3680,528.44,350.25,3.77,-0.75,23.22,75,18.92,14.62,47,0,-0.00,-0.00,0.57,0.53,13.84,12.31,232,22,-0,74.84,174.83,153.199997,30.134365,-97.643372,
516639,250209,19,44,54,1.181,0.513,0.415,3.155,1.112,0.224,0.148,95,197,99.00,98.25,98.25,522.01,522.04,40.35,3727,537.83,366.25,3.75,-0.75,24.34,75,19.30,14.96,47,0,-0.00,-0.00,0.59,0.53,13.84,12.33,232,23,-0,75.93,172.15,153.300003,30.134344,-97.643372,
516713,250209,19,44,54,1.191,0.480,0.401,3.155,1.168,0.068,0.304,95,197,99.00,98.25,98.25,522.01,522.04,41.81,3690,535.40,353.00,3.75,-0.38,25.09,75,18.92,14.81,47,0,-0.00,-0.00,0.55,0.53,13.74,12.39,231,24,0,76.69,169.15,153.500000,30.134325,-97.643364,
516790,250209,19,44,54,1.236,0.486,0.406,3.155,0.948,-0.128,0.372,95,197,99.00,98.25,98.25,522.01,522.04,41.00,3734,542.81,368.50,3.77,-0.38,26.21,75,19.30,15.09,47,0,-0.00,-0.00,0.55,0.53,13.74,12.40,232,25,-0,76.69,169.15,153.500000,30.134325,-97.643364,
516859,250209,19,44,54,1.267,0.497,0.415,3.155,0.900,-0.196,0.268,95,197,99.00,98.25,98.25,522.01,522.04,42.26,3734,542.81,368.50,3.77,-0.38,26.21,75,19.30,15.09,47,0,-0.00,-0.00,0.55,0.53,13.74,12.49,231,26,0,77.32,166.20,153.600006,30.134306,-97.643356,
516929,250209,19,44,54,1.361,0.500,0.412,3.155,1.016,-0.020,0.264,95,197,99.00,98.25,98.25,522.01,522.04,43.66,3829,543.42,384.75,3.79,-0.38,26.96,75,19.67,15.20,47,0,-0.00,-0.00,0.55,0.51,13.74,12.52,231,27,0,78.60,163.57,153.800003,30.134287,-97.643356,
516999,250209,19,44,54,1.357,0.493,0.417,3.155,1.132,0.176,0.240,95,197,99.00,98.25,98.25,522.01,522.05,47.69,4031,552.66,423.75,3.88,-0.38,28.84,75,19.67,15.77,47,0,-0.00,-0.00,0.55,0.51,13.84,12.68,231,30,0,78.60,163.57,153.800003,30.134287,-97.643356,
517069,250209,19,44,54,1.415,0.495,0.406,3.155,1.276,0.088,0.188,95,197,99.00,98.25,98.25,522.01,522.05,44.86,3760,574.71,379.75,3.92,-1.12,30.33,75,18.92,15.91,47,0,-0.00,-0.00,0.57,0.51,13.84,12.72,231,31,0,78.80,161.34,153.800003,30.134270,-97.643349,
517139,250209,19,44,54,1.385,0.480,0.414,3.155,1.148,-0.008,0.244,94,197,99.00,98.25,98.25,522.02,522.05,44.23,3839,549.78,371.75,3.96,-0.38,32.58,75,19.67,15.36,49,0,-0.00,-0.00,0.51,0.49,13.84,12.74,231,31,0,79.04,158.32,153.899994,30.134251,-97.643333,
517213,250209,19,44,55,1.421,0.480,0.395,3.155,0.872,-0.032,0.348,94,197,99.00,98.25,98.25,522.02,522.05,44.23,3866,560.49,398.00,3.96,-0.38,34.08,75,19.67,15.63,49,0,-0.00,-0.00,0.53,0.49,13.74,12.75,231,32,-0,79.99,155.75,154.000000,30.134233,-97.643326,
517289,250209,19,44,55,1.482,0.522,0.403,3.155,0.900,0.004,0.212,94,197,99.00,98.25,98.25,522.02,522.05,45.54,3849,566.64,400.25,3.94,-0.38,36.33,75,19.67,15.77,49,0,-0.00,-0.00,0.53,0.49,13.84,12.89,231,34,0,79.99,155.75,154.000000,30.134233,-97.643326,
517359,250209,19,44,55,1.551,0.489,0.416,3.155,0.928,0.076,0.188,94,197,99.00,98.25,98.25,522.02,522.05,45.54,3870,567.40,400.25,3.96,-0.38,38.57,75,19.67,15.79,49,0,-0.00,-0.00,0.53,0.49,13.84,12.98,231,36,0,80.67,152.72,154.100006,30.134214,-97.643318,
517430,250209,19,44,55,1.638,0.513,0.405,3.155,0.848,0.036,0.300,94,197,99.00,98.25,98.25,522.02,522.05,45.83,3894,578.45,417.00,3.88,-0.38,39.32,75,19.30,16.06,49,0,-0.00,-0.00,0.55,0.49,13.74,13.06,231,38,0,81.64,150.77,154.100006,30.134197,-97.643303,
517501,250209,19,44,55,1.668,0.513,0.409,3.155,0.868,-0.008,0.292,94,197,99.00,98.25,98.25,522.02,522.05,46.91,3894,578.45,417.00,3.88,-0.38,39.32,75,19.30,16.06,49,0,-0.00,-0.00,0.55,0.49,13.74,13.31,231,39,0,81.64,150.77,154.100006,30.134197,-97.643303,
517569,250209,19,44,55,1.747,0.495,0.406,3.155,0.844,0.072,0.268,94,197,99.00,98.25,98.25,522.02,522.05,47.57,3932,576.58,399.00,4.00,-0.38,39.70,75,19.30,16.13,49,0,-0.00,-0.00,0.53,0.49,13.74,13.35,231,43,0,82.21,148.76,154.199997,30.134180,-97.643288,
517639,250209,19,44,55,1.796,0.547,0.430,3.155,0.932,0.060,0.224,92,197,99.00,98.25,98.25,522.02,522.05,48.62,3956,584.70,411.25,4.06,-0.38,39.32,75,19.30,16.39,49,0,-0.00,-0.00,0.53,0.49,13.74,13.49,231,45,-0,83.06,146.72,154.199997,30.134163,-97.643280,
517709,250209,19,44,55,1.964,0.486,0.420,3.155,0.800,0.052,0.260,92,197,99.00,98.25,98.25,522.02,522.05,48.62,3986,585.48,421.50,4.02,-1.50,39.32,75,19.30,16.46,49,0,-0.00,-0.00,0.53,0.49,13.74,13.75,231,48,1,83.06,146.72,154.199997,30.134163,-97.643280,
517779,250209,19,44,55,2.006,0.513,0.419,3.155,0.764,0.080,0.212,92,197,99.00,98.25,98.25,522.02,522.06,50.80,4020,599.13,451.25,4.00,-1.50,39.70,75,18.92,16.85,49,0,-0.00,-0.00,0.53,0.49,13.74,13.73,231,50,0,83.71,144.39,154.300003,30.134146,-97.643265,
517849,250209,19,44,55,2.090,0.515,0.399,3.155,0.660,-0.116,0.352,92,197,99.00,98.25,98.25,522.03,522.06,50.80,4055,597.32,438.50,4.10,-1.50,39.70,75,19.30,16.93,49,0,-0.00,-0.00,0.53,0.47,13.74,13.91,231,55,0,84.54,142.40,154.300003,30.134129,-97.643250,
517919,250209,19,44,55,2.191,0.503,0.420,3.155,0.700,-0.052,0.312,92,197,99.00,98.25,98.25,522.03,522.06,51.48,4072,607.09,457.00,4.08,-1.50,40.07,75,18.92,17.17,49,0,-0.00,-0.00,0.53,0.47,13.64,14.04,231,57,-0,85.80,140.55,154.399994,30.134111,-97.643234,
517990,250209,19,44,55,2.276,0.477,0.419,3.155,0.692,0.008,0.232,92,197,99.00,98.25,98.25,522.03,522.06,52.43,4072,607.09,457.00,4.08,-1.50,40.07,75,18.92,17.17,49,0,-0.00,-0.00,0.53,0.47,13.64,14.21,231,60,-0,85.80,140.55,154.399994,30.134111,-97.643234,
518059,250209,19,44,55,2.320,0.484,0.414,3.155,0.600,0.044,0.292,92,197,99.00,98.25,98.25,522.03,522.06,54.99,4168,619.71,473.25,4.14,-1.88,39.32,75,18.55,17.59,49,0,-0.00,-0.00,0.53,0.49,13.74,14.31,231,64,1,86.97,139.16,154.399994,30.134096,-97.643211,
518129,250209,19,44,55,2.391,0.515,0.415,3.155,0.816,0.076,0.224,92,197,99.00,98.25,98.25,522.03,522.06,54.99,4168,619.71,473.25,4.14,-1.88,39.32,75,18.55,17.59,49,0,-0.00,-0.00,0.53,0.49,13.74,14.45,231,64,0,87.23,137.51,154.399994,30.134079,-97.643196,
518199,250209,19,44,55,2.455,0.518,0.415,3.155,0.756,0.140,0.136,91,197,99.00,98.25,98.25,522.03,522.06,55.33,4195,619.67,470.25,4.22,-1.88,39.32,75,18.92,17.58,53,0,-0.00,-0.00,0.51,0.47,13.74,14.59,231,65,0,87.23,137.51,154.399994,30.134079,-97.643196,
518269,250209,19,44,55,2.525,0.511,0.409,3.155,0.392,0.044,0.268,91,197,99.00,98.25,98.25,522.03,522.06,55.33,4255,629.79,492.00,4.22,-1.88,38.95,75,18.92,17.91,53,0,-0.00,-0.00,0.51,0.47,13.84,14.63,231,71,0,88.43,135.86,154.399994,30.134064,-97.643181,
518339,250209,19,44,56,2.605,0.506,0.397,3.155,0.528,0.040,0.080,91,197,99.00,98.25,98.25,522.03,522.06,57.14,4255,629.79,492.00,4.22,-1.88,38.95,75,18.92,17.91,53,0,-0.00,-0.00,0.51,0.47,13.84,14.78,231,73,0,89.34,134.15,154.399994,30.134048,-97.643158,
518413,250209,19,44,56,2.691,0.500,0.411,3.155,0.780,-0.088,0.412,91,197,99.00,98.25,98.25,522.03,522.07,59.57,4402,635.44,511.50,4.29,-1.88,38.95,75,19.67,18.04,53,0,-0.00,-0.00,0.51,0.47,13.84,15.05,231,75,0,90.41,133.15,154.300003,30.134033,-97.643143,
518489,250209,19,44,56,2.579,0.516,0.405,3.155,0.888,0.248,0.488,91,197,99.00,98.25,98.25,522.03,522.07,59.57,4352,647.07,511.50,4.31,-1.88,38.95,75,19.30,18.44,53,0,-0.00,-0.00,0.51,0.47,13.84,14.96,231,78,1,90.41,133.15,154.300003,30.134033,-97.643143,
518559,250209,19,44,56,2.556,0.527,0.402,3.155,0.652,-0.084,0.436,91,197,99.00,98.25,98.25,522.03,522.07,60.20,4377,635.84,504.00,4.29,-1.50,38.95,75,19.30,18.07,53,0,-0.00,-0.00,0.51,0.47,13.74,14.89,231,76,-0,91.29,132.08,154.300003,30.134018,-97.643120,
518630,250209,19,44,56,2.572,0.489,0.406,3.155,0.544,-0.008,0.152,89,197,99.00,98.25,98.25,522.04,522.07,59.30,4443,638.76,513.25,4.35,-2.25,39.32,75,19.67,18.14,53,0,-0.00,-0.00,0.49,0.47,13.84,14.82,231,75,0,92.30,130.10,154.300003,30.134005,-97.643105,
518699,250209,19,44,56,2.567,0.493,0.403,3.155,0.384,0.244,0.296,89,197,99.00,98.25,98.25,522.04,522.07,60.45,4443,638.76,513.25,4.35,-2.25,39.32,75,19.67,18.14,53,0,-0.00,-0.00,0.49,0.47,13.84,14.82,231,75,0,92.30,130.10,154.300003,30.134005,-97.643105,
518769,250209,19,44,56,2.572,0.518,0.401,3.155,0.600,0.044,0.388,89,197,99.00,98.25,98.25,522.04,522.07,61.58,4462,646.84,523.25,4.37,-2.25,39.70,75,19.67,18.40,53,0,-0.00,-0.00,0.51,0.47,13.74,14.79,231,75,-0,93.34,128.60,154.300003,30.133989,-97.643082,
518839,250209,19,44,56,2.608,0.481,0.410,3.155,0.468,-0.056,0.216,89,197,99.00,98.25,98.25,522.04,522.07,61.16,4465,642.75,517.25,4.33,-2.25,39.32,75,19.67,18.26,53,0,-0.00,-0.00,0.49,0.47,13.84,14.89,231,75,0,94.17,127.79,154.300003,30.133974,-97.643059,
518928,250209,19,44,56,2.665,0.457,0.419,3.155,0.264,0.052,0.428,89,197,99.00,98.25,98.25,522.04,522.07,62.19,4546,643.19,524.75,4.37,-2.25,39.32,75,20.04,18.24,53,0,-0.00,-0.00,0.49,0.47,13.74,14.85,231,76,0,94.17,127.79,154.300003,30.133974,-97.643059,
518979,250209,19,44,56,2.685,0.583,0.406,3.155,0.292,0.068,0.312,89,197,99.00,98.25,98.25,522.04,522.07,62.87,4541,649.97,535.25,4.41,-0.75,38.95,75,19.67,18.46,53,0,-0.00,-0.00,0.49,0.47,13.84,14.85,231,76,-0,95.25,126.69,154.300003,30.133961,-97.643036,
519049,250209,19,44,56,2.556,0.528,0.401,3.155,0.304,0.228,0.236,89,197,99.00,98.25,98.25,522.04,522.07,62.87,4620,643.36,533.75,4.45,-0.75,39.32,75,20.41,18.23,53,0,-0.00,-0.00,0.49,0.47,13.74,14.82,231,76,0,96.53,126.06,154.199997,30.133947,-97.643013,
519120,250209,19,44,56,2.580,0.513,0.400,3.155,0.112,0.248,0.392,88,197,99.00,98.25,98.25,522.04,522.08,63.44,4590,649.38,533.75,4.45,-0.75,38.95,75,19.67,18.43,59,0,-0.00,-0.00,0.49,0.47,13.84,14.96,232,76,0,97.47,125.45,154.199997,30.133932,-97.642990,
